kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2
C01717,C07658,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,189.0426,250.0524,C10H7NO3,C10H10N4O2S
C00004,C07658,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,665.1248,250.0524,C21H29N7O14P2,C10H10N4O2S
C01176,C07658,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,330.2195,250.0524,C21H30O3,C10H10N4O2S
C01551,C07658,C1(C(=O)NC(=O)N1)NC(=O)N,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,158.044,250.0524,C4H6N4O3,C10H10N4O2S
C00263,C07658,C(CO)[C@@H](C(=O)O)N,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,119.0582,250.0524,C4H9NO3,C10H10N4O2S
C00366,C07658,C12=C(NC(=O)N1)NC(=O)NC2=O,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,168.0283,250.0524,C5H4N4O3,C10H10N4O2S
C00371,C10470,C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,219.112,194.0579,C10H13N5O,C10H10O4
C01312,C10470,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1CC(=CCCCC(=O)O)O2)O)O,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,352.225,194.0579,C20H32O5,C10H10O4
C00957,C10470,C(C(=O)C(=O)O)S,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,119.9881,194.0579,C3H4O3S,C10H10O4
C02502,C01494,C1=CC(=O)NC=C1,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,95.0371,194.0579,C5H5NO,C10H10O4
C01216,C10470,C([C@H]([C@@H](CO)O)O)C(=O)C(=O)O,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,178.0477,194.0579,C6H10O6,C10H10O4
C01040,C01494,C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,178.0477,194.0579,C6H10O6,C10H10O4
C05422,C10470,C([C@@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,174.0164,194.0579,C6H6O6,C10H10O4
C06949,C01494,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,229.9917,194.0579,C8H7ClN2O2S,C10H10O4
C00386,C01494,C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,226.1066,194.0579,C9H14N4O3,C10H10O4
C07819,C00251,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,254.1015,226.0477,C10H14N4O4,C10H10O6
C00440,C00251,CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,459.1866,226.0477,C20H25N7O6,C10H10O6
C10237,C00251,C1[C@H]([C@H](OC2=C3[C@@H]4[C@H]([C@@](OC5=CC(=CC(=C45)O)O)(OC3=CC(=C21)O)C6=CC(=C(C=C6)O)O)O)C7=CC(=C(C=C7)O)O)O,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,576.1268,226.0477,C30H24O12,C10H10O6
C00111,C00251,C(C(=O)COP(=O)(O)O)O,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,169.998,226.0477,C3H7O6P,C10H10O6
C00265,C00251,C([C@@H]([C@H](CS)O)O)S,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,154.0122,226.0477,C4H10O2S2,C10H10O6
C01182,C00251,C([C@H]([C@H](C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,309.9855,226.0477,C5H12O11P2,C10H10O6
C00385,C00251,C1=NC2=C(N1)C(=O)NC(=O)N2,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,152.0334,226.0477,C5H4N4O2,C10H10O6
C01933,C00251,CCCC[C@@H](C(=O)O)N,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,131.0946,226.0477,C6H13NO2,C10H10O6
C02057,C00251,C1=CC=C(C=C1)CC(C(=O)O)N,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,165.079,226.0477,C9H11NO2,C10H10O6
C05570,C00251,C[N+](C)(C)[C@@H](CC1=CNC(=S)N1)C(=O)O,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,230.0963,226.0477,C9H16N3O2S,C10H10O6
C00243,C07315,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,342.1162,253.0521,C12H22O11,C10H11N3O3S
C05028,C07315,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,298.1933,253.0521,C20H26O2,C10H11N3O3S
C16195,C07315,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,446.1213,253.0521,C22H22O10,C10H11N3O3S
C01724,C07315,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,426.3862,253.0521,C30H50O,C10H11N3O3S
C04874,C07315,C1C(=NC2=C(N1)NC(=NC2=O)N)[C@@H]([C@@H](CO)O)O,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,255.0968,253.0521,C9H13N5O4,C10H11N3O3S
C02465,C00955,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,C1=CC=C2C(=C1)C(=CN2)CCO,650.79,161.0841,C15H12I3NO4,C10H11NO
C00519,C00955,C(CS(=O)O)N,C1=CC=C2C(=C1)C(=CN2)CCO,109.0197,161.0841,C2H7NO2S,C10H11NO
C08262,C00955,CC(C)CC(=O)O,C1=CC=C2C(=C1)C(=CN2)CCO,102.0681,161.0841,C5H10O2,C10H11NO
C00072,C00955,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,C1=CC=C2C(=C1)C(=CN2)CCO,176.0321,161.0841,C6H8O6,C10H11NO
C00624,C00955,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,C1=CC=C2C(=C1)C(=CN2)CCO,189.0637,161.0841,C7H11NO5,C10H11NO
C00780,C00398,C1=CC2=C(C=C1O)C(=CN2)CCN,C1=CC=C2C(=C1)C(=CN2)CCN,176.095,160.1,C10H12N2O,C10H12N2
C02170,C00398,CC(C(=O)O)C(=O)O,C1=CC=C2C(=C1)C(=CN2)CCN,118.0266,160.1,C4H6O4,C10H12N2
C01728,C00780,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@H](O2)O)O)O)O)O)O)O)O,C1=CC2=C(C=C1O)C(=CN2)CCN,342.1162,176.095,C12H22O11,C10H12N2O
C00227,C00780,CC(=O)OP(=O)(O)O,C1=CC2=C(C=C1O)C(=CN2)CCN,139.9875,176.095,C2H5O5P,C10H12N2O
C00506,C00780,C([C@@H](C(=O)O)N)S(=O)(=O)O,C1=CC2=C(C=C1O)C(=CN2)CCN,169.0045,176.095,C3H7NO5S,C10H12N2O
C07458,C00780,C1=CC(=CC=C1N)S(=O)(=O)N,C1=CC2=C(C=C1O)C(=CN2)CCN,172.0306,176.095,C6H8N2O2S,C10H12N2O
C05402,C00328,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,342.1162,208.0848,C12H22O11,C10H12N2O3
C02567,C00328,CC(=O)NCCCNCCCCNCCCN,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,244.2263,208.0848,C12H28N4O,C10H12N2O3
C15643,C00328,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,392.1999,208.0848,C22H29FO5,C10H12N2O3
C05463,C00328,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,499.2968,208.0848,C26H45NO6S,C10H12N2O3
C16868,C00328,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,499.2968,208.0848,C26H45NO6S,C10H12N2O3
C00055,C00328,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,323.0519,208.0848,C9H14N3O8P,C10H12N2O3
C01367,C03227,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O,C1=CC(=C(C(=C1)O)N)C(=O)C[C@@H](C(=O)O)N,347.0631,224.0797,C10H14N5O7P,C10H12N2O4
C03410,C02794,C1[C@@H]([C@H]([C@@H](OC1(C(=O)O)O)[C@@H]([C@@H](CO)O)O)NC(=O)CO)O,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,325.1009,224.0797,C11H19NO10,C10H12N2O4
C07148,C02794,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,270.1038,224.0797,C12H18N2O3S,C10H12N2O4
C06563,C02794,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,270.0528,224.0797,C15H10O5,C10H12N2O4
C00128,C03227,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O,C1=CC(=C(C(=C1)O)N)C(=O)C[C@@H](C(=O)O)N,614.1473,224.0797,C20H31N4O16P,C10H12N2O4
C00127,C02794,C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,612.152,224.0797,C20H32N6O12S2,C10H12N2O4
C15587,C03227,C1=C2C(=NC=N1)N=CN2,C1=CC(=C(C(=C1)O)N)C(=O)C[C@@H](C(=O)O)N,120.0436,224.0797,C5H4N4,C10H12N2O4
C00835,C03227,C[C@@H](C(=O)C1=NC2=C(NC1)NC(=NC2=O)N)O,C1=CC(=C(C(=C1)O)N)C(=O)C[C@@H](C(=O)O)N,237.0862,224.0797,C9H11N5O3,C10H12N2O4
C00105,C02794,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,324.0359,224.0797,C9H13N2O9P,C10H12N2O4
C00166,C02794,C1=CC=C(C=C1)CC(=O)C(=O)O,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,164.0473,224.0797,C9H8O3,C10H12N2O4
C10107,C05512,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)CO)O,318.0376,252.0859,C15H10O8,C10H12N4O4
C00187,C05512,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)CO)O,386.3549,252.0859,C27H46O,C10H12N4O4
C01029,C05512,CC(=O)NCCCCNCCCN,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)CO)O,187.1685,252.0859,C9H21N3O,C10H12N4O4
C00449,C00294,C(CCN[C@@H](CCC(=O)O)C(=O)O)C[C@@H](C(=O)O)N,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,276.1321,268.0808,C11H20N2O6,C10H12N4O5
C05502,C00294,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,402.3498,268.0808,C27H46O2,C10H12N4O5
C00576,C00294,C[N+](C)(C)CC=O,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,102.0919,268.0808,C5H12NO,C10H12N4O5
C00047,C00294,C(CCN)C[C@@H](C(=O)O)N,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,146.1055,268.0808,C6H14N2O2,C10H12N4O5
C16358,C00294,CN1C(=O)C2=C(NC1=O)N=CN2,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,166.0491,268.0808,C6H6N4O2,C10H12N4O5
C00666,C00294,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,190.0954,268.0808,C7H14N2O4,C10H12N4O5
C00230,C00294,C1=CC(=C(C=C1C(=O)O)O)O,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,154.0266,268.0808,C7H6O4,C10H12N4O5
C00829,C01762,C1=CC=C2C=CC=CC2=C1,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,128.0626,284.0757,C10H8,C10H12N4O6
C07117,C01762,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,295.0167,284.0757,C14H11Cl2NO2,C10H12N4O6
C03793,C01762,C[N+](C)(C)CCCC[C@@H](C(=O)[O-])N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,188.1525,284.0757,C9H20N2O2,C10H12N4O6
C06604,C02353,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O,291.033,329.0525,C10H14NO5PS,C10H12N5O6P
C02528,C02353,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O,392.2927,329.0525,C24H40O4,C10H12N5O6P
C07228,C02353,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O,473.1661,329.0525,C28H27NO4S,C10H12N5O6P
C00093,C02353,C([C@H](COP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O,172.0137,329.0525,C3H9O6P,C10H12N5O6P
C02356,C02353,CC[C@@H](C(=O)O)N,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O,103.0633,329.0525,C4H9NO2,C10H12N5O6P
C02356,C02353,CC[C@@H](C(=O)O)N,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O,103.0633,329.0525,C4H9NO2,C10H12N5O6P
C07446,C02353,C1=CN=CC=C1C(=O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O,123.032,329.0525,C6H5NO2,C10H12N5O6P
C00670,C02353,C[N+](C)(C)CCOP(=O)(O)OC[C@@H](CO)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)O,258.1106,329.0525,C8H21NO6P,C10H12N5O6P
C00745,C00590,CN1CCC[C@H]1C2=CN=CC=C2,COC1=C(C=CC(=C1)/C=C/CO)O,162.1157,180.0786,C10H14N2,C10H12O3
C00509,C00590,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,COC1=C(C=CC(=C1)/C=C/CO)O,272.0685,180.0786,C15H12O5,C10H12O3
C08323,C00590,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O,COC1=C(C=CC(=C1)/C=C/CO)O,366.3498,180.0786,C24H46O2,C10H12O3
C07599,C00590,C1=C2C(=NC(=O)NC2=O)NN1,COC1=C(C=CC(=C1)/C=C/CO)O,152.0334,180.0786,C5H4N4O2,C10H12O3
C00255,C11155,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,376.1383,212.0685,C17H20N4O6,C10H12O5
C01756,C11155,C1=NC2=C(N1)C(=S)N=CN2,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,152.0157,212.0685,C5H4N4S,C10H12O5
C12518,C11155,C(CC=O)CC=O,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,100.0524,212.0685,C5H8O2,C10H12O5
C11785,C00130,C1CN[C@@H]2CC3=C4[C@@]15[C@H]2C=C[C@@H]([C@@H]5OC4=C(C=C3)O)O,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,271.1208,348.0471,C16H17NO3,C10H13N4O8P
C03224,C00130,C1=C(C=C(C(=C1Br)O)Br)C[C@@H](C(=O)O)N,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,336.8949,348.0471,C9H9Br2NO3,C10H13N4O8P
C01762,C00655,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,284.0757,364.042,C10H12N4O6,C10H13N4O9P
C01588,C00655,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,206.1307,364.042,C13H18O2,C10H13N4O9P
C00245,C00655,C(CS(=O)(=O)O)N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,125.0147,364.042,C2H7NO3S,C10H13N4O9P
C05672,C00655,C(C(C(=O)O)N)P(=O)(O)O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,169.014,364.042,C3H8NO5P,C10H13N4O9P
C00559,C00371,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO,251.1018,219.112,C10H13N5O3,C10H13N5O
C00330,C00371,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O,C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO,267.0968,219.112,C10H13N5O4,C10H13N5O
C00016,C00371,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO,785.1571,219.112,C27H33N9O15P2,C10H13N5O
C00178,C00371,CC1=CNC(=O)NC1=O,C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO,126.0429,219.112,C5H6N2O2,C10H13N5O
C05593,C00371,C1=CC(=CC(=C1)O)CC(=O)O,C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO,152.0473,219.112,C8H8O3,C10H13N5O
C01494,C00559,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,194.0579,251.1018,C10H10O4,C10H13N5O3
C00590,C00559,COC1=C(C=CC(=C1)/C=C/CO)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,180.0786,251.1018,C10H12O3,C10H13N5O3
C01474,C00559,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,240.0423,251.1018,C14H8O4,C10H13N5O3
C07564,C00559,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,260.1889,251.1018,C16H24N2O,C10H13N5O3
C00061,C00559,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,456.1046,251.1018,C17H21N4O9P,C10H13N5O3
C01260,C00559,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,836.0483,251.1018,C20H28N10O19P4,C10H13N5O3
C00147,C00559,C1=NC2=C(N1)C(=NC=N2)N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,135.0545,251.1018,C5H5N5,C10H13N5O3
C03761,C00559,CC(CC(=O)O)(CC(=O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,162.0528,251.1018,C6H10O5,C10H13N5O3
C01094,C00559,C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,260.0297,251.1018,C6H13O9P,C10H13N5O3
C00666,C00559,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,190.0954,251.1018,C7H14N2O4,C10H13N5O3
C02735,C00559,C1=CC=C(C=C1)C(CN)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,137.0841,251.1018,C8H11NO,C10H13N5O3
C03626,C00559,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,202.143,251.1018,C8H18N4O2,C10H13N5O3
C00365,C00559,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,308.041,251.1018,C9H13N2O8P,C10H13N5O3
C16308,C00330,C(CCCCC(=O)O)CCC/C=C/C(=O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O,228.1362,267.0968,C12H20O4,C10H13N5O4
C06526,C00330,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O,324.1838,267.0968,C20H24N2O2,C10H13N5O4
C00788,C00330,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O,183.0895,267.0968,C9H13NO3,C10H13N5O4
C00143,C06746,C1[C@@H]2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,CC(=O)NCCC1=CC=CC=C1,457.171,163.0997,C20H23N7O6,C10H13NO
C01953,C06746,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CC(=O)NCCC1=CC=CC=C1,316.2402,163.0997,C21H32O2,C10H13NO
C00097,C06746,C([C@@H](C(=O)O)N)S,CC(=O)NCCC1=CC=CC=C1,121.0197,163.0997,C3H7NO2S,C10H13NO
C05984,C06746,CC[C@@H](C(=O)O)O,CC(=O)NCCC1=CC=CC=C1,104.0473,163.0997,C4H8O3,C10H13NO
C01094,C06746,C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)O,CC(=O)NCCC1=CC=CC=C1,260.0297,163.0997,C6H13O9P,C10H13NO
C01817,C06746,C(CSSCC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,CC(=O)NCCC1=CC=CC=C1,268.0551,163.0997,C8H16N2O4S2,C10H13NO
