kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2
C06427,C00570,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OCCN)O)O,278.2246,446.0604,C18H30O2,C11H20N4O11P2
C00392,C00570,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OCCN)O)O,182.079,446.0604,C6H14O6,C11H20N4O11P2
C07588,C00570,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OCCN)O)O,195.0532,446.0604,C9H9NO4,C11H20N4O11P2
C00252,C00831,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O,342.1162,278.13,C12H22O11,C11H22N2O4S
C08322,C00831,CCCC/C=C\CCCCCCCC(=O)O,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O,226.1933,278.13,C14H26O2,C11H22N2O4S
C07379,C00831,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O,284.1347,278.13,C17H20N2S,C11H22N2O4S
C07618,C00831,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O,310.1933,278.13,C21H26O2,C11H22N2O4S
C00062,C00831,C(C[C@@H](C(=O)O)N)CN=C(N)N,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O,174.1117,278.13,C6H14N4O2,C11H22N2O4S
C00019,C17715,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CCCCCCCCCCC(=O)O,398.1372,186.162,C15H22N6O5S,C11H22O2
C05625,C17715,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,CCCCCCCCCCC(=O)O,610.1534,186.162,C27H30O16,C11H22O2
C02593,C17715,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CCCCCCCCCCC(=O)O,977.3136,186.162,C35H62N7O17P3S,C11H22O2
C00300,C17715,CN(CC(=O)O)C(=N)N,CCCCCCCCCCC(=O)O,131.0695,186.162,C4H9N3O2,C11H22O2
C07665,C17715,CCC1=NC=CC(=C1)C(=S)N,CCCCCCCCCCC(=O)O,166.0565,186.162,C8H10N2S,C11H22O2
C11155,C20157,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,212.0685,168.0687,C10H12O5,C11H8N2
C06427,C20157,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,278.2246,168.0687,C18H30O2,C11H8N2
C14717,C20157,CCCCC/C=C/C=C/1\[C@H](C=CC1=O)C/C=C\CCCC(=O)O,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,316.2038,168.0687,C20H28O3,C11H8N2
C16195,C20157,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,446.1213,168.0687,C22H22O10,C11H8N2
C05659,C05377,COC1=CC2=C(C=C1)NC=C2CCN,CC1=CC(=O)C2=CC=CC=C2C1=O,190.1106,172.0524,C11H14N2O,C11H8O2
C02170,C05377,CC(C(=O)O)C(=O)O,CC1=CC(=O)C2=CC=CC=C2C1=O,118.0266,172.0524,C4H6O4,C11H8O2
C00489,C05377,C(CC(=O)O)CC(=O)O,CC1=CC(=O)C2=CC=CC=C2C1=O,132.0423,172.0524,C5H8O4,C11H8O2
C00978,C00331,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,218.1055,203.0582,C12H14N2O2,C11H9NO3
C00325,C00331,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,589.0822,203.0582,C16H25N5O15P2,C11H9NO3
C00815,C00331,CC(CC(=O)O)(C(=O)O)O,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,148.0372,203.0582,C5H8O5,C11H9NO3
C00847,C00331,CC1=NC=C(C(=C1O)C(=O)O)CO,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,183.0532,203.0582,C8H9NO4,C11H9NO3
C11155,C09209,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,CC1=NC=CC2=C1NC3=CC=CC=C23,212.0685,182.0844,C10H12O5,C12H10N2
C00029,C09209,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,CC1=NC=CC2=C1NC3=CC=CC=C23,566.055,182.0844,C15H24N2O17P2,C12H10N2
C00356,C09209,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,CC1=NC=CC2=C1NC3=CC=CC=C23,911.1575,182.0844,C27H44N7O20P3S,C12H10N2
C00506,C09209,C([C@@H](C(=O)O)N)S(=O)(=O)O,CC1=NC=CC2=C1NC3=CC=CC=C23,169.0045,182.0844,C3H7NO5S,C12H10N2
C00106,C09209,C1=CNC(=O)NC1=O,CC1=NC=CC2=C1NC3=CC=CC=C23,112.0273,182.0844,C4H4N2O2,C12H10N2
C00491,C09209,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,CC1=NC=CC2=C1NC3=CC=CC=C23,240.0238,182.0844,C6H12N2O4S2,C12H10N2
C08057,C01727,C1[C@H](C(=O)NO1)N,CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3,102.0429,242.0804,C3H6N2O2,C12H10N4O2
C01575,C07666,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,165.1154,248.0619,C10H15NO,C12H12N2O2S
C00078,C07666,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,204.0899,248.0619,C11H12N2O2,C12H12N2O2S
C00061,C07666,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,456.1046,248.0619,C17H21N4O9P,C12H12N2O2S
C12989,C07666,CC(=O)N[C@@H](CCCCN)C(=O)O,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,188.1161,248.0619,C8H16N2O3,C12H12N2O2S
C07194,C05079,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,211.0845,232.0848,C10H13NO4,C12H12N2O3
C00745,C05079,CN1CCC[C@H]1C2=CN=CC=C2,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,162.1157,232.0848,C10H14N2,C12H12N2O3
C01481,C05079,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,180.0423,232.0848,C9H8O4,C12H12N2O3
C06806,C11284,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,324.1144,203.0946,C15H20N2O4S,C12H13NO2
C03205,C11284,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,330.2195,203.0946,C21H30O3,C12H13NO2
C01013,C11284,C(CO)C(=O)O,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,90.0317,203.0946,C3H6O3,C12H13NO2
C03761,C11284,CC(CC(=O)O)(CC(=O)O)O,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,162.0528,203.0946,C6H10O5,C12H13NO2
C00257,C11284,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,196.0583,203.0946,C6H12O7,C12H13NO2
C01697,C11284,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,182.079,203.0946,C6H14O6,C12H13NO2
C10470,C02983,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,194.0579,218.1055,C10H10O4,C12H14N2O2
C00611,C02983,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,383.1428,218.1055,C14H25NO11,C12H14N2O2
C08322,C02983,CCCC/C=C\CCCCCCCC(=O)O,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,226.1933,218.1055,C14H26O2,C12H14N2O2
C00695,C02983,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,408.2876,218.1055,C24H40O5,C12H14N2O2
C01613,C02983,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,666.2219,218.1055,C24H42O21,C12H14N2O2
C00091,C02983,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,867.1313,218.1055,C25H40N7O19P3S,C12H14N2O2
C07736,C00978,CC(O)(P(=O)(O)O)P(=O)(O)O,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,205.9745,218.1055,C2H8O7P2,C12H14N2O2
C01832,C00978,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,949.2823,218.1055,C33H58N7O17P3S,C12H14N2O2
C00581,C02983,C(C(=O)O)N=C(N)N,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,117.0538,218.1055,C3H7N3O2,C12H14N2O2
C00129,C00978,CC(=C)CCOP(=O)(O)OP(=O)(O)O,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,246.0058,218.1055,C5H12O7P2,C12H14N2O2
C03440,C00978,C1[C@H](CN[C@H]1C(=O)O)O,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,131.0582,218.1055,C5H9NO3,C12H14N2O2
C00571,C00978,C1CCC(CC1)N,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,99.1048,218.1055,C6H13N,C12H14N2O2
C00785,C02983,C1=C(NC=N1)/C=C/C(=O)O,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,138.0429,218.1055,C6H6N2O2,C12H14N2O2
C16357,C00978,CN1C2=C(C(=O)NC1=O)NC=N2,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,166.0491,218.1055,C6H6N4O2,C12H14N2O2
C20634,C00978,COC(=O)C1=CC=CC=C1N,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,151.0633,218.1055,C8H9NO2,C12H14N2O2
C00082,C02983,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,CN[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,181.0739,218.1055,C9H11NO3,C12H14N2O2
C01728,C19530,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@H](O2)O)O)O)O)O)O)O)O,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,342.1162,278.0837,C12H22O11,C12H14N4O2S
C00249,C19530,CCCCCCCCCCCCCCCC(=O)O,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,256.2402,278.0837,C16H32O2,C12H14N4O2S
C16512,C19530,CCCCCCCCCCCCCCCC(=O)NCCO,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,299.2824,278.0837,C18H37NO2,C12H14N4O2S
C00189,C19530,C(CO)N,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,61.0528,278.0837,C2H7NO,C12H14N4O2S
C00385,C19530,C1=NC2=C(N1)C(=O)NC(=O)N2,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,152.0334,278.0837,C5H4N4O2,C12H14N4O2S
C03196,C19530,C(CC(=O)O)[C@@H](C(=O)O)O,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,148.0372,278.0837,C5H8O5,C12H14N4O2S
C00430,C19530,C(CC(=O)O)C(=O)CN,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,131.0582,278.0837,C5H9NO3,C12H14N4O2S
C00860,C19530,C1=C(NC=N1)C[C@@H](CO)N,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,141.0902,278.0837,C6H11N3O,C12H14N4O2S
C00417,C19530,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,174.0164,278.0837,C6H6O6,C12H14N4O2S
C06672,C19530,COC1=C(C=CC(=C1)C(=O)O)O,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,168.0423,278.0837,C8H8O4,C12H14N4O2S
C16683,C07630,CC1=C(C(CCC1=O)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,300.2089,310.0736,C20H28O2,C12H14N4O4S
C05145,C07630,CC(CN)C(=O)O,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,103.0633,310.0736,C4H9NO2,C12H14N4O4S
C02710,C07630,CC(C)C[C@@H](C(=O)O)NC(=O)C,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,173.1052,310.0736,C8H15NO3,C12H14N4O4S
C00079,C07630,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,165.079,310.0736,C9H11NO2,C12H14N4O4S
C01477,C06916,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,270.0528,242.071,C15H10O5,C12H15ClO3
C09727,C06916,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,290.079,242.071,C15H14O6,C12H15ClO3
C10084,C06916,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,316.0583,242.071,C16H12O7,C12H15ClO3
C00504,C06916,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,441.1397,242.071,C19H19N7O6,C12H15ClO3
C11695,C06916,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,347.2824,242.071,C22H37NO2,C12H15ClO3
C00500,C06916,CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)O,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,582.2478,242.071,C33H34N4O6,C12H15ClO3
C01507,C06916,C([C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,182.079,242.071,C6H14O6,C12H15ClO3
C04411,C06916,CC(C)[C@@H]([C@H](C(=O)O)O)C(=O)O,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,176.0685,242.071,C7H12O5,C12H15ClO3
C01481,C06916,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,180.0423,242.071,C9H8O4,C12H15ClO3
C07148,C06186,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,270.1038,272.0896,C12H18N2O3S,C12H16O7
C16358,C06186,CN1C(=O)C2=C(NC1=O)N=CN2,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,166.0491,272.0896,C6H6N4O2,C12H16O7
C02656,C06186,C(CCC(=O)O)CCC(=O)O,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,160.0736,272.0896,C7H12O4,C12H16O7
C03451,C00378,C[C@H](C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,379.1049,265.1123,C13H21N3O8S,C12H17N4OS
C05498,C00378,CC(=O)[C@H]1CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,330.2195,265.1123,C21H30O3,C12H17N4OS
C01102,C00378,C(COP(=O)(O)O)[C@@H](C(=O)O)N,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,199.0246,265.1123,C4H10NO6P,C12H17N4OS
C02502,C00378,C1=CC(=O)NC=C1,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,95.0371,265.1123,C5H5NO,C12H17N4OS
C08434,C00378,CNC1=NC=NC2=C1NC=N2,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,149.0701,265.1123,C6H7N5,C12H17N4OS
C02155,C00378,CC(C)C[C@@H](C(=O)O)NC(=O)CN,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,188.1161,265.1123,C8H16N2O3,C12H17N4OS
C04677,C00378,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,338.0628,265.1123,C9H15N4O8P,C12H17N4OS
C00364,C07148,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,322.0566,270.1038,C10H15N2O8P,C12H18N2O3S
C00167,C07148,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,580.0343,270.1038,C15H22N2O18P2,C12H18N2O3S
C00836,C07148,CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,301.2981,270.1038,C18H39NO2,C12H18N2O3S
C00101,C07148,C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,445.171,270.1038,C19H23N7O6,C12H18N2O3S
C09731,C07148,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,458.0849,270.1038,C22H18O11,C12H18N2O3S
C05502,C07148,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,402.3498,270.1038,C27H46O2,C12H18N2O3S
C00328,C01081,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,208.0848,345.0786,C10H12N2O3,C12H18N4O4PS
C00535,C01081,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,288.2089,345.0786,C19H28O2,C12H18N4O4PS
C00466,C01081,CC(C(=O)C)O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,88.0524,345.0786,C4H8O2,C12H18N4O4PS
C08276,C01081,CSCCC(=O)O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,120.0245,345.0786,C4H8O2S,C12H18N4O4PS
C00576,C01081,C[N+](C)(C)CC=O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,102.0919,345.0786,C5H12NO,C12H18N4O4PS
C00262,C01081,C1=NC2=C(N1)C(=O)N=CN2,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,136.0385,345.0786,C5H4N4O,C12H18N4O4PS
C00398,C08491,C1=CC=C2C(=C1)C(=CN2)CCN,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O,160.1,210.1256,C10H12N2,C12H18O3
C01026,C08491,CN(C)CC(=O)O,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O,103.0633,210.1256,C4H9NO2,C12H18O3
C00576,C08491,C[N+](C)(C)CC=O,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O,102.0919,210.1256,C5H12NO,C12H18O3
C20634,C08491,COC(=O)C1=CC=CC=C1N,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O,151.0633,210.1256,C8H9NO2,C12H18O3
C01588,C00068,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,206.1307,425.045,C13H18O2,C12H19N4O7P2S
C07190,C00068,CN1C=CNC1=S,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,114.0252,425.045,C4H6N2S,C12H19N4O7P2S
C02385,C00068,C(CC(C(=O)O)N)CN=C(N)N,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,174.1117,425.045,C6H14N4O2,C12H19N4O7P2S
C00695,C16308,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,C(CCCCC(=O)O)CCC/C=C/C(=O)O,408.2876,228.1362,C24H40O5,C12H20O4
C05441,C16308,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,C(CCCCC(=O)O)CCC/C=C/C(=O)O,396.3392,228.1362,C28H44O,C12H20O4
C01904,C16308,C([C@H](C([C@@H](CO)O)O)O)O,C(CCCCC(=O)O)CCC/C=C/C(=O)O,152.0685,228.1362,C5H12O5,C12H20O4
C05629,C16308,C1=CC=C(C=C1)CCC(=O)O,C(CCCCC(=O)O)CCC/C=C/C(=O)O,150.0681,228.1362,C9H10O2,C12H20O4
C05488,C07502,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,346.2144,339.0988,C21H30O4,C12H21NO8S
C00136,C07502,CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,837.1571,339.0988,C25H42N7O17P3S,C12H21NO8S
C00751,C07502,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,410.3913,339.0988,C30H50,C12H21NO8S
C02835,C07502,C1=C(NC=N1)CC(=O)O,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,126.0429,339.0988,C5H6N2O2,C12H21NO8S
C01571,C00243,CCCCCCCCCC(=O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,172.1463,342.1162,C10H20O2,C12H22O11
