kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2
C00140,C00611,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O,221.0899,383.1428,C8H15NO6,C14H25NO11
C00140,C06372,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,221.0899,383.1428,C8H15NO6,C14H25NO11
C00002,C11436,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C[C@](CO)([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)OP(=O)(O)O,506.9957,601.0475,C10H16N5O13P3,C14H26N3O17P3
C11435,C11436,C[C@](CO)([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)O,C[C@](CO)([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)OP(=O)(O)O,521.0812,601.0475,C14H25N3O14P2,C14H26N3O17P3
C00055,C11436,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,C[C@](CO)([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)OP(=O)(O)O,323.0519,601.0475,C9H14N3O8P,C14H26N3O17P3
C00055,C00307,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,323.0519,488.1073,C9H14N3O8P,C14H26N4O11P2
C00063,C00307,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,482.9845,488.1073,C9H16N3O14P3,C14H26N4O11P2
C00043,C19761,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H]([C@H]2O)OP(=O)(O)O)O)O)O)CO)O)O,607.0816,463.1091,C17H27N3O17P2,C14H26NO14P
C04006,C19761,[C@H]1([C@@H](C([C@H]([C@@H](C1O)O)O)OP(=O)(O)O)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H]([C@H]2O)OP(=O)(O)O)O)O)O)CO)O)O,260.0297,463.1091,C6H13O9P,C14H26NO14P
C01743,C17582,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O)O)N,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O)N)N)CO)O)O,323.1693,365.1798,C12H25N3O7,C14H27N3O8
C00043,C17582,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O)N)N)CO)O)O,607.0816,365.1798,C17H27N3O17P2,C14H27N3O8
C02627,C17582,C1[C@H]([C@@H](C([C@@H]([C@H]1N)O)O)O)N,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O)N)N)CO)O)O,162.1004,365.1798,C6H14N2O3,C14H27N3O8
C00055,C05674,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,C[N+](C)(C)CCP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,323.0519,473.1202,C9H14N3O8P,C14H27N4O10P2
C00063,C05674,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C[N+](C)(C)CCP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,482.9845,473.1202,C9H16N3O14P3,C14H27N4O10P2
C03442,C04767,C[C@H]1[C@@]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)(CO)O,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N)O)(CO)O,548.0808,488.1632,C16H26N2O15P2,C14H29N6O11P
C01221,C04767,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N)O)(CO)O,663.2477,488.1632,C21H42N7O15P,C14H29N6O11P
C01121,C04767,[C@@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1O)O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N)O)(CO)O,342.1053,488.1632,C8H19N6O7P,C14H29N6O11P
C04596,C06644,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,C1=CC(=CC=C1C(=C(Cl)Cl)C2=C(C(=C(C=C2)Cl)O)O)Cl,315.938,347.9278,C14H8Cl4,C14H8Cl4O2
C06644,C06645,C1=CC(=CC=C1C(=C(Cl)Cl)C2=C(C(=C(C=C2)Cl)O)O)Cl,C1=CC(=CC=C1C(=C(Cl)Cl)C(=O)/C=C/C(=C(/C(=O)O)\O)/Cl)Cl,347.9278,379.9177,C14H8Cl4O2,C14H8Cl4O4
C00632,C05640,C1=CC(=C(C(=C1)O)N)C(=O)O,C1=CC(=C2C(=C1)OC3=CC(=O)C(=C(C3=N2)C(=O)O)N)C(=O)O,153.0426,300.0382,C7H7NO3,C14H8N2O6
C00632,C05640,C1=CC(=C(C(=C1)O)N)C(=O)O,C1=CC(=C2C(=C1)OC3=CC(=O)C(=C(C3=N2)C(=O)O)N)C(=O)O,153.0426,300.0382,C7H7NO3,C14H8N2O6
C00113,C01359,C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O,C1=C(NC2=C1C(=O)C(=C3C2=C(C=C(N3)C(=O)O)C(=O)O)O)C(=O)O,330.0124,332.0281,C14H6N2O8,C14H8N2O8
C16206,C16207,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2O)O,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O,210.0681,208.0524,C14H10O2,C14H8O2
C06636,C06637,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,C1=CC(=CC=C1C(=CCl)C2=CC=C(C=C2)Cl)Cl,317.9537,281.977,C14H10Cl4,C14H9Cl3
C04596,C06637,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,C1=CC(=CC=C1C(=CCl)C2=CC=C(C=C2)Cl)Cl,315.938,281.977,C14H8Cl4,C14H9Cl3
C04596,C04623,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,315.938,351.9147,C14H8Cl4,C14H9Cl5
C06649,C06650,C1=CC(=CC=C1C(C2=CC=C([C@H]([C@H]2O)O)Cl)C(Cl)(Cl)Cl)Cl,C1=CC(=CC=C1C(C2=C(C(=C(C=C2)Cl)O)O)C(Cl)(Cl)Cl)Cl,385.9202,383.9045,C14H11Cl5O2,C14H9Cl5O2
C06650,C06651,C1=CC(=CC=C1C(C2=C(C(=C(C=C2)Cl)O)O)C(Cl)(Cl)Cl)Cl,C1=CC(=CC=C1C(C(=O)/C=C\C(=C(\C(=O)O)/O)\Cl)C(Cl)(Cl)Cl)Cl,383.9045,415.8943,C14H9Cl5O2,C14H9Cl5O4
C02370,C06651,C1=CC(=CC=C1C(=O)O)Cl,C1=CC(=CC=C1C(C(=O)/C=C\C(=C(\C(=O)O)/O)\Cl)C(Cl)(Cl)Cl)Cl,155.9978,415.8943,C7H5ClO2,C14H9Cl5O4
C16604,C16605,C1=CC=C2C(=C1)C=CC3=C(N2)C=CC(=C3)O,C1=CC=C2C(=C1)C=CC3=CC(=O)C=CC3=N2,209.0841,207.0684,C14H11NO,C14H9NO
C16603,C16606,C1=CC=C2C(=C1)C=CC3=CC(=C(C=C3N2C(=O)N)O)O,C1=CC=C2C(=C1)C=CC3=CC(=O)C(=O)C=C3N2C(=O)N,268.0848,266.0691,C15H12N2O3,C15H10N2O3
C00053,C00616,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)O,506.9862,381.9995,C10H15N5O13P2S,C15H10O10S
C00389,C00616,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)O,302.0427,381.9995,C15H10O7,C15H10O10S
C00053,C01155,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,506.9862,461.9563,C10H15N5O13P2S,C15H10O13S2
C00053,C01156,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O,506.9862,461.9563,C10H15N5O13P2S,C15H10O13S2
C00616,C01155,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,381.9995,461.9563,C15H10O10S,C15H10O13S2
C00616,C01156,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O,381.9995,461.9563,C15H10O10S,C15H10O13S2
C00053,C03897,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,506.9862,541.9131,C10H15N5O13P2S,C15H10O16S3
C00053,C03898,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O,506.9862,541.9131,C10H15N5O13P2S,C15H10O16S3
C01155,C03897,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,461.9563,541.9131,C15H10O13S2,C15H10O16S3
C01156,C03898,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O,461.9563,541.9131,C15H10O13S2,C15H10O16S3
C00766,C15608,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,224.0837,222.0681,C15H12O2,C15H10O2
C18252,C18253,C1=CC2=C(C(=C1)C(=O)O)C3=C(C=CC=C3C(=O)O)C=C2,C1=CC=C2C(=C1)C=CC3=C2C(=CC=C3)C(=O)O,266.0579,222.0681,C16H10O4,C15H10O2
C00799,C02921,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,C1=CC=C(C(=C1)C2=COC3=CC=CC=C3C2=O)O,222.0681,238.063,C15H10O2,C15H10O3
C10200,C10208,C1C2=C(C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,254.0579,254.0579,C15H10O4,C15H10O4
C02495,C10208,C1=CC(=C(C=C1O)O)C2=COC3=C(C2=O)C=CC(=C3)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,270.0528,254.0579,C15H10O5,C15H10O4
C09762,C10208,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,256.0736,254.0579,C15H12O4,C15H10O4
C09762,C12123,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,256.0736,254.0579,C15H12O4,C15H10O4
C09827,C10028,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,256.0736,254.0579,C15H12O4,C15H10O4
C00858,C10208,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,268.0736,254.0579,C16H12O4,C15H10O4
C00509,C01477,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,272.0685,270.0528,C15H12O5,C15H10O5
C00509,C06563,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,272.0685,270.0528,C15H12O5,C15H10O5
C09826,C10044,C1=CC=C(C=C1)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,272.0685,270.0528,C15H12O5,C15H10O5
C00814,C06563,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,284.0685,270.0528,C16H12O5,C15H10O5
C01470,C01477,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,284.0685,270.0528,C16H12O5,C15H10O5
C01460,C01477,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,432.1056,270.0528,C21H20O10,C15H10O5
C01477,C01514,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,270.0528,286.0477,C15H10O5,C15H10O6
C06563,C12134,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,C1=CC(=C(C=C1O)O)C2=COC3=CC(=CC(=C3C2=O)O)O,270.0528,286.0477,C15H10O5,C15H10O6
C00389,C05903,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,302.0427,286.0477,C15H10O7,C15H10O6
C06561,C08576,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2O)O)O)O,C1=CC(=C(C=C1/C=C\2/C(=O)C3=C(C=C(C=C3O2)O)O)O)O,272.0685,286.0477,C15H12O5,C15H10O6
C00974,C05903,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,288.0634,286.0477,C15H12O6,C15H10O6
C05902,C05903,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,300.0634,286.0477,C16H12O6,C15H10O6
C08576,C08577,C1=CC(=C(C=C1/C=C\2/C(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=C(C=C(C(=C1O)O)O)/C=C\2/C(=O)C3=C(C=C(C=C3O2)O)O,286.0477,302.0427,C15H10O6,C15H10O7
C01514,C10192,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,286.0477,302.0427,C15H10O6,C15H10O7
C05911,C10192,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C(=C3)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,304.0583,302.0427,C15H12O7,C15H10O7
C00389,C10107,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,302.0427,318.0376,C15H10O7,C15H10O8
C02906,C10107,C1=C(C=C(C(=C1O)O)O)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,320.0532,318.0376,C15H12O8,C15H10O8
C01060,C01829,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,432.8672,776.6867,C9H9I2NO3,C15H11I4NO4
C01060,C01829,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,432.8672,776.6867,C9H9I2NO3,C15H11I4NO4
C03648,C05904,C1=CC(=CC=C1[C@@H]2[C@H]([C@H](C3=C(C=C(C=C3O2)O)O)O)O)O,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O)O,290.079,271.0606,C15H14O6,C15H11O5
C01829,C02465,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,776.6867,650.79,C15H11I4NO4,C15H12I3NO4
C01829,C07639,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)OC2=CC(=C(C(=C2)I)O)I,776.6867,650.79,C15H11I4NO4,C15H12I3NO4
C00025,C02465,C(CC(=O)O)[C@@H](C(=O)O)N,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,147.0532,650.79,C5H9NO4,C15H12I3NO4
C01060,C02465,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,432.8672,650.79,C9H9I2NO3,C15H12I3NO4
C06868,C07496,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,236.095,252.0899,C15H12N2O,C15H12N2O2
C06868,C16601,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=CC(=C3)O,236.095,252.0899,C15H12N2O,C15H12N2O2
C06868,C16602,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=C(C=C3)O,236.095,252.0899,C15H12N2O,C15H12N2O2
C07495,C07496,C1=CC=C2C(=C1)C(C(C3=CC=CC=C3N2C(=O)N)O)O,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,270.1004,252.0899,C15H14N2O3,C15H12N2O2
C16601,C16603,C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=CC(=C3)O,C1=CC=C2C(=C1)C=CC3=CC(=C(C=C3N2C(=O)N)O)O,252.0899,268.0848,C15H12N2O2,C15H12N2O3
C16602,C16603,C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=C(C=C3)O,C1=CC=C2C(=C1)C=CC3=CC(=C(C=C3N2C(=O)N)O)O,252.0899,268.0848,C15H12N2O2,C15H12N2O3
C11432,C11433,C1=CC=C2C(=C1)C=CC3=C2C=CC=C3O,COC1=CC=CC2=C1C=CC3=CC=CC=C32,194.0732,208.0888,C14H10O,C15H12O
C18348,C18349,COC1=C(C(=CC(=C1)C(=O)O)C2=CC(=CC(=C2O)O)C(=O)O)O,COC1=CC(=CC(=C1O)/C(=C/C(=C\C(=O)C(=O)O)/C(=O)O)/O)C(=O)O,320.0532,352.043,C15H12O8,C15H12O10
C06035,C18349,C=C(CC(=O)C(=O)O)C(=O)O,COC1=CC(=CC(=C1O)/C(=C/C(=C\C(=O)C(=O)O)/C(=O)O)/O)C(=O)O,158.0215,352.043,C6H6O5,C15H12O10
C18338,C18349,COC1=CC(=CC(=C1O)C(=O)O)C(=O)O,COC1=CC(=CC(=C1O)/C(=C/C(=C\C(=O)C(=O)O)/C(=O)O)/O)C(=O)O,212.0321,352.043,C9H8O6,C15H12O10
C16204,C16208,C1=CC=C2C=C3C(=CC2=C1)C=CC(=C3O)O,COC1=C(C=CC2=CC3=CC=CC=C3C=C21)O,210.0681,224.0837,C14H10O2,C15H12O2
C00766,C09321,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,224.0837,224.0837,C15H12O2,C15H12O2
C01495,C15570,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O,C1=CC=C(C=C1)C2C(C(=O)C3=CC=CC=C3O2)O,238.063,240.0786,C15H10O3,C15H12O3
C00766,C15204,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)O,224.0837,240.0786,C15H12O2,C15H12O3
C00766,C15570,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,C1=CC=C(C=C1)C2C(C(=O)C3=CC=CC=C3O2)O,224.0837,240.0786,C15H12O2,C15H12O3
C19895,C19896,COC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2,C1C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)O,254.0943,240.0786,C16H14O3,C15H12O3
C03164,C18256,C1=CC=C2C(=C1)C=CC3=C2C(=C(C=C3)O)O,C1=CC=C2C(=C1)C=CC3=C2[C@]([C@@H](C=C3)O)(C(=O)O)O,210.0681,256.0736,C14H10O2,C15H12O4
C18253,C18256,C1=CC=C2C(=C1)C=CC3=C2C(=CC=C3)C(=O)O,C1=CC=C2C(=C1)C=CC3=C2[C@]([C@@H](C=C3)O)(C(=O)O)O,222.0681,256.0736,C15H10O2,C15H12O4
C15204,C15609,C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)O,C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC(=C3)O)O,240.0786,256.0736,C15H12O3,C15H12O4
C08650,C09762,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,256.0736,256.0736,C15H12O4,C15H12O4
C09827,C16404,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2O)O)O,256.0736,256.0736,C15H12O4,C15H12O4
C01263,C04271,C1[C@@]2([C@H](C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O)O,C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O,272.0685,256.0736,C15H12O5,C15H12O4
C01592,C09762,C1=CC(=CC=C1C(=O)CC(=O)C2=C(C=C(C=C2)O)O)O,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,272.0685,256.0736,C15H12O5,C15H12O4
C03567,C04271,C1C(C(=O)C2=C(O1)C=C(C=C2)O)C3=C(C=C(C=C3)O)O,C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O,272.0685,256.0736,C15H12O5,C15H12O4
C08578,C08650,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,272.0685,256.0736,C15H12O5,C15H12O4
